epoch,acc,loss,val_acc,val_loss
0,0.619084965949,0.656774567623,0.495294118629,0.706209287924
1,0.695816993713,0.581409916963,0.495294118629,0.796609776862
2,0.797647054678,0.436941110231,0.495294118629,1.22015404701
3,0.848235293541,0.351642995196,0.495294118629,1.65971378018
4,0.870065359119,0.306171447136,0.810588233611,0.41069613923
5,0.888366011623,0.271477704442,0.812352941317,0.4099609659
6,0.898431372409,0.249233042785,0.72117647704,0.764535546303
7,0.910588236806,0.222431733279,0.753529408399,0.687469968024
8,0.917058825103,0.207312065012,0.862352942719,0.331542781171
9,0.928300654576,0.180103078485,0.777647053494,0.705077476361
10,0.935882354094,0.163089673114,0.84176469901,0.435135262854
11,0.938104576145,0.158952845906,0.821764700553,0.477739810067
12,0.945882353907,0.143011351573,0.881764706443,0.322050274295
13,0.951699348447,0.125742198254,0.852941179977,0.451679386637
14,0.950915037417,0.12388211927,0.814117645516,0.545340741382
15,0.95803922259,0.110667749363,0.843529410222,0.430488283143
16,0.961699351376,0.100070503826,0.867647055317,0.381133173318
17,0.962810461428,0.0986362997248,0.87470588614,0.428582409725
18,0.968954255378,0.0843085040478,0.843529406716,0.506680230884
19,0.972745107669,0.0754386388325,0.841764713035,0.533400570645
20,0.973790857137,0.0730866355322,0.894705884597,0.300655258491
21,0.979150337721,0.0587143200066,0.942352936548,0.169343517765
22,0.98189543509,0.0527534800052,0.867058817078,0.391593407182
23,0.981830073728,0.0490513047861,0.938823535162,0.173482412801
24,0.975751643087,0.0654473204251,0.913529413588,0.272542775116
25,0.982679747678,0.049118631495,0.927058826475,0.219019909992
26,0.981764713534,0.0482019255686,0.893529411624,0.43435525938
27,0.983790860067,0.0469158592488,0.90647059679,0.357297096621
28,0.983333343774,0.0435729621897,0.814705880249,0.914029245867
29,0.988169943975,0.0333753226818,0.925882349996,0.281005368513
30,0.989281054416,0.0323892319788,0.940588228843,0.199346061577
31,0.989346413441,0.0317846956386,0.861764714998,0.494034926681
32,0.989673208957,0.0290216402215,0.957647067659,0.140957679819
33,0.98973856954,0.0287412104282,0.864117646919,0.576420521911
34,0.988431379686,0.0345475963573,0.945882351959,0.173665810157
35,0.987647066708,0.0333818366532,0.931176480125,0.242267045905
36,0.991699353153,0.0230091989316,0.95117647157,0.166137817371
37,0.992549025545,0.0210985019856,0.9311764661,0.238666780293
38,0.990392162519,0.0276811939087,0.945882344947,0.165826523348
39,0.99261438457,0.0199949334207,0.901176473674,0.387729019803
40,0.993333338912,0.0193410561705,0.947058824932,0.204726445763
41,0.995032683307,0.016302385579,0.858235296081,0.678350360078
42,0.99411765111,0.0164068596928,0.921764713876,0.325405552107
43,0.992875823398,0.0197790964526,0.918823536705,0.279390019967
44,0.990392164467,0.0268873759375,0.938823524643,0.243702032549
45,0.993333339691,0.0199369677031,0.912352937109,0.27909616863
46,0.994117652279,0.0163097608853,0.916470583747,0.384781411027
47,0.994705887402,0.0146061000315,0.964705891469,0.125642207835
48,0.995816996674,0.0124574018759,0.935882354484,0.235250884119
49,0.994705887012,0.0151530753394,0.945882355466,0.194992573384
