epoch,acc,loss,val_acc,val_loss
0,0.500653591616,7.98026181748,0.504705881371,7.97947490917
1,0.499477121176,8.0674768398,0.504705881371,7.98319923176
2,0.499477122734,8.0674768398,0.504705881371,7.98319923176
3,0.49947712176,8.06747687097,0.504705881371,7.98319923176
4,0.499477120981,8.06747682422,0.504705881371,7.98319923176
5,0.499477122149,8.06747683668,0.504705881371,7.98319923176
6,0.499477122734,8.06747682733,0.504705881371,7.98319923176
7,0.499477120591,8.06747684603,0.504705881371,7.98319923176
8,0.499477119812,8.06747685227,0.504705881371,7.98319923176
9,0.499477121565,8.06747685227,0.504705881371,7.98319923176
10,0.499477121176,8.06747685538,0.504705881371,7.98319923176
11,0.499477120396,8.06747685227,0.504705881371,7.98319923176
12,0.499477123123,8.0674768398,0.504705881371,7.98319923176
13,0.499477122344,8.06747684603,0.504705881371,7.98319923176
14,0.499477119422,8.06747686162,0.504705881371,7.98319923176
15,0.499477119617,8.0674768585,0.504705881371,7.98319923176
16,0.499477124876,8.06747681798,0.504705881371,7.98319923176
17,0.499477119812,8.06747686785,0.504705881371,7.98319923176
18,0.49947712176,8.06747688343,0.504705881371,7.98319923176
19,0.499477120786,8.0674768024,0.504705881371,7.98319923176
